,ID,Tên quán,Đánh giá,Sáng/Trưa/Tối,Giờ mở cửa,Giá tiền,Địa chỉ,Media,Lat,Lon,TestLat,TestLon
,E073,Tiệm Cơm Gánh ( Tiệm Cơm Trưa Đà Lạt ),4.6,Trưa,10:30–15:00,100.000,"175 Ba Tháng Hai, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@tiemcomganh/video/7541667615404559634?q=175%20Ba%20Th%C3%A1ng%20Hai%2C%20Ph%C6%B0%E1%BB%9Dng%204%2C%20%C4%90%C3%A0%20L%E1%BA%A1t%2C%20L%C3%A2m%20%C4%90%E1%BB%93ng%2C%20Vi%E1%BB%87t%20Nam&t=1761704938142,"11,9393029","108,4302824","11,9393029","108,4302824"
,E074,Nhà hàng Bích Câu 3 - Đà Lạt,4.6,Trưa/Tối,10:00–22:00,,"9 Đ. Huỳnh Thúc Kháng, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@haisanbichcau3/video/7516905068289920264?q=Nh%C3%A0%20h%C3%A0ng%20B%C3%ADch%20C%C3%A2u%203%20-%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761704972420,"11,9351126","108,4302905","11,9351126","108,4302905"
,E075,Bờ kè quán,4.5,Sáng/Trưa/Tối, 09:00–19:00,100.000 - 200.000,"161/3 Ba Tháng Hai, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@thaitruc870/video/7537997893026843911?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9400415","108,4309475","11,9400415","108,4309475"
,E076,Cơm lam gà nướng tây nguyên,4.5,Sáng/Trưa/Tối, 09:00–21:00,100.000 - 200.000,"77 Đoàn Thị Điểm, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@hoathuytien91/video/7521347946944695559?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9382849","108,4319861","11,9382849","108,4319861"
,E077,Nhà hàng Chay - AN LẠC TÂM,4.4,Sáng/Trưa/Tối, 07:00–21:00,100.000,"40 Đ Phạm Ngũ Lão, Phường 1, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@thanhvan0391/video/7395018353976298770?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9383005","108,4349592","11,9383005","108,4349592"
,E078,Quán Dì 5 - Nướng Tây Nguyên - Lẩu Cá Tầm Đà Lạt,4.3,Tối, 16:30–22:00,100.000 - 200.000,"30 Đ. Ngô Thì Sỹ, Phường 4, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@di5_dalat/video/7506398312350682386?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9314603","108,4257903","11,9314603","108,4257903"
,E079,Quán Ăn 65 Đà Lạt,4.2,Sáng/Trưa/Tối, 09:00–22:00,100.000 - 200.000,"33 KQH Trần Lê, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",,"11,9372687","108,4266195","11,9372687","108,4266195"
,E080,Nam Anh Phát - Lẩu và Nướng Đà Lạt,4.2,Trưa/Tối, 10:30–22:00,100.000 - 200.000,"36 Đ. Mạc Đĩnh Chi, Phường 4, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@dalatreviewcotam/video/7481885830252956945?q=Nam%20Anh%20Ph%C3%A1t%20-%20L%E1%BA%A9u%20v%C3%A0%20N%C6%B0%E1%BB%9Bng%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761707193449,"11,9401784","108,4285601","11,9401784","108,4285601"
,E081,Cơm tiệm A Vũ,4.2,Trưa/Tối, 10:30–19:00,100.000,"20 Huyền Trân Công Chúa, Phường 4, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@c0gaidalat/video/7488268937625439543?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,937609","108,4240289","1,1937609","108,4240289"
Phường 5,E082,Tiệm Gà Hạnh Phúc - Gà Nướng Cơm Lam & Lẩu Gà Lá é,4.6,Trưa/Tối,9:30 - 20:30,100.000 - 200.000,"86 Đ. Hoàng Diệu, Phường 5, Đà Lạt, Lâm Đồng 66000, Vietnam",https://www.tiktok.com/@mr.cunghe/video/7436639629777866002,"11,9429217","108,4235073","11,9429217","108,4235073"
,E083,Quán cơm Anne Dalat,4.3,Trưa/Tối,10:00 - 22:00,100.000 - 200.000,"47 Đường Hàn Thuyên, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@tiemga.duoitanhong/video/7411013551743143186,"11,9466295","108,4243708","11,9466295","108,4243708"
,E084,BBQ Garden Đà Lạt - BUFFET nướng lẩu Đà Lạt,4.9,Trưa/Tối,11:00 - 23:00,200.000 - 300.000,"21 Đ. Hoàng Diệu, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@dalatreviewtattantat/video/7454528458891349266,"11,9424247","108,4296289","11,9424247","108,4296289"
,E085,Tiệm mì An Gia,4.7,Sáng/Trưa/Tối,6:00 - 22:00,1.000 - 100.000,"46A Đ. Trần Nhật Duật, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@ha.didau/video/7397032318604463376,"11,9455123","108,4295248","11,9455123","108,4295248"
,E086,Hương Quán Đà Lạt,4.1,Trưa/Tối,9:00 - 22:00,100.000 - 300.000,"47B Trần Bình Trọng, Phường 5, Đà Lạt, Lâm Đồng 67000, Vietnam",https://www.tiktok.com/@anchoidalat/video/7284169725523823873,"11,9431031","108,4253607","11,9431031","108,4253607"
,E087,Nhà Hàng Cá Tầm Cá Hồi Đà lạt - Chivo,4.7,Trưa/Tối,10:00 - 22:00,200.000 - 300.000,"20 Trần Bình Trọng, Phường 5, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@dalatreviewtattantat/video/7395056073423506706,"11,9434034","108,4253237","11,9434034","108,4253237"
,E088,Bánh Tráng nướng Dì Đinh,4.4,Trưa/Tối,13:00 - 20:30,1.000 - 100.000,"26 Đ. Hoàng Diệu, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@chamchamrevieww/video/7323011232401739026,"11,9428322","108,4288058","11,9428322","108,4288058"
,E089,Cơm gà sốt trứng Ku Bốc,4.6,Trưa/Tối,10:00 - 20:00,1.000 - 100.000,"36 Đ. Mạc Đĩnh Chi, Phường 5, Đà Lạt, Lâm Đồng 610000, Vietnam",https://www.tiktok.com/@vanniedidau/video/7515413317934927111,"11,9401784","108,4285601","11,9401784","108,4285601"
,E090,Nậm nướng Đà Lạt,4.9,Tối,16:00 - 23:00,100.000 - 300.000,"07 Đ. Hoàng Diệu, Phường 5, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@dalatreviewtattantat/video/7315640878326975746,"11,9425398","108,4305272","11,9425398","108,4305272"
,E091,Quán bánh ướt lòng gà Hà Phương,4.7,Sáng/Trưa,6:00 - 17:00,1.000 - 100.000,"KQH Hoàng Diệu/Lô F5 Đặng Thùy Trâm, Phường 5, Đà Lạt, Lâm Đồng, Vietnam",https://www.google.com/search?sca_esv=7d7454be0ae0f110&sxsrf=AE3TifNywROyYXnPT_BFC2CY15wBamzMRw:1761446178940&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E0fDPXldvqCfRPgWPGAQLbtIAJh3FiN3QWkwhTdQ-KxPaH81Wl1a7J0zQFneY-d_vRsjEd50AywoFRxim6pwLKSMsP8BlnW8HnUzfdEYVw52RdSUttD2t27pRpHoOqMsmWriRM-FMaLKQUQisRxNmoJb3tY6&q=Qu%C3%A1n+b%C3%A1nh+%C6%B0%E1%BB%9Bt+l%C3%B2ng+g%C3%A0+H%C3%A0+Ph%C6%B0%C6%A1ng+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwiwq6Wu6sCQAxWrgq8BHVM-FlsQ0bkNegQIJxAD&biw=1707&bih=791&dpr=1.5,"11,9415442","108,4261847","11,9415442","108,4261847"
Phường 6,E092,STEAK NGON,4.6,Trưa/Tối,10:00 - 22:00,,"61 Đ. Mai Hắc Đế, Phường 6, Đà Lạt, Lâm Đồng 66000, Vietnam",https://www.tiktok.com/@nguyenphudalat/video/7225475101272116486,"11,9482137","108,4300272","11,9482137","108,4300272"
,E093,Quán Bản Đôn Đà Lạt - Thịt Rừng & Các Món Tây Nguyên,4.9,Trưa/Tối,10:00 - 22:00,200.000,"Alley 51 Đường Nguyễn An Ninh, Phường 6, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@quannuongbandon/video/7533884603447364872,"11,9532067","108,427406","11,9532067","10,8427406"
,E094,Lẩu gà lá é Ò ó o,4.7,Trưa/Tối,9:00 - 22:00,200.000,"11 Kim Đồng, Phường 6, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@dalatreviewtattantat/video/7225942020546710789,"11,9540628","108,4277489","11,9540628","108,4277489"
,E095,Quán Nem Nướng Cô Thu,4.7,Trưa/Tối,11:00 - 21:00,100.000,"56/13 Hải Thượng, Phường 6, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@nguyenthimongnghi90/video/7472241643219897618,"11,9435502","108,4312228","11,9435502","108,4312228"
,E096,Phở - Lẩu Bò Gia Lâm Đà Lạt,5.0,Sáng/Trưa/Tối,6:00 - 21:20,100.000,"30 đường Ngô Quyền, Phường 6, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@davidhungfromdalatcity/video/7552882481947610375,"11,9542788","108,4275467","11,9542788","108,4275467"
,E097,Bánh Mì Chảo 303,4.8,Sáng/Trưa,6:00 - 13:00,100.000,"303 Đường Hai Bà Trưng, Phường 6, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@ngocduy_diachianuong/video/7343567522605681922,"11,95278","108,4308462","0,1195278","108,4308462"
,E098,Kiều Quán - Bánh Cuốn Bún Chả Hà Nội,4.7,Sáng/Trưa/Tối,6:00 - 22:00,100.000,"242A Đường Hai Bà Trưng, phường 6, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.google.com/search?sca_esv=7d7454be0ae0f110&sxsrf=AE3TifNAlEHJSpKxpXIUV18SVLZx5-_FUw:1761446477529&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E3PYCkWd0BYIb8tcFmZXYCbyieTQxI1Qh8Fk4jDbLyBeYW2ZOc_Zob1Opm0J1Mu-Eq_L4sC3jtqLqMrSnsJpPzMUOoPppChPij1FKkCwddYY_4VaL9VeKJKRwrkRZOXBMrw2serFlJabzA3RrZCQNoEAPj1u&q=Ki%E1%BB%81u+Qu%C3%A1n+-+B%C3%A1nh+Cu%E1%BB%91n+B%C3%BAn+Ch%E1%BA%A3+H%C3%A0+N%E1%BB%99i+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwjP4dW868CQAxVAslYBHUU5CmcQ0bkNegQIIRAD&biw=1707&bih=791&dpr=1.5,"11,9486317","108,4333025","11,9486317","108,4333025"
,E099,Quán Mỳ Quảng Bà Tâm Đà Lạt,5.0,Sáng/Trưa/Tối,6:00 - 21:00,100.000,"60 Đường Phạm Ngọc Thạch, Phường 6, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.google.com/search?sca_esv=7d7454be0ae0f110&sxsrf=AE3TifP8wR3oHTr3ewKWHxQUvQb_NY3myA:1761446501329&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E2Ymd8GxIFwv3RVWZrYAdDoyVpzmKCuZCm6DCatXtj-mMDOQ03XT-w4nS4gCjn6HUfWaBHUv87hJZLBBdvn_nc5_zRCEMC78tRQLDo2fmlJduCF8r9eMYZJnwVsbvFoZVvAz1_U%3D&q=Qu%C3%A1n+M%E1%BB%B3+Qu%E1%BA%A3ng+B%C3%A0+T%C3%A2m+%C4%90%C3%A0+L%E1%BA%A1t+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwiIvYLI68CQAxXH1zQHHbfNLD4Q0bkNegQIJxAE&biw=1707&bih=791&dpr=1.5,"11,9449052","108,4316928","11,9449052","108,4316928"
,E100,Xuyên Tiêu - Lẩu Hong Kong,4.9,Trưa/Tối,11:00 - 14:00 và 17:00 - 22:00,300.000,"45 Đường Hai Bà Trưng, Phường 6, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@vulangthangne/video/7517965693631925511,"11,9434542","108,4326518","11,9434542","108,4326518"
,E101,Tiệm cơm nhà Pig - Piggies Rice House,5.0,Trưa/Tối,11:00 - 23:00,1.000 - 100.000,"Hẻm 217 Ngô Quyền, Phường 6, Đà Lạt, Lâm Đồng, Vietnam",Tạm đóng cửa,"11,9582701","108,4263562","11,9582701","108,4263562"
Phường 7,E102,Quán phở Uyên,4.4,Sáng/Trưa,7:00 - 17:00,50.000,"167 Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng, Vietnam",https://vt.tiktok.com/ZSUwyU4WK/,"11,9690056","108,4277496","11,9690056","108,4277496"
,E103,KHÓI - Lẩu & Nướng,4.8,Trưa/Tối,11:00 - 23:00,100.000 - 200.000,"206 Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng, Vietnam",https://vt.tiktok.com/ZSUwypDav/,"11,9652349","108,4326936","11,9652349","108,4326936"
,E104,Bún Tộ Hoàng Hiền Măng Line,4.6,Sáng/Trưa,6:00 - 17:00,1.000 - 100.000,"127 Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng, Vietnam",https://vt.tiktok.com/ZSUwynXx7/,"11,9621579","108,4335707","11,9621579","108,4335707"
,E105,Nem Nướng - Chả Ram Bắp Hoàng Hải - Nướng than truyền thống.,4.8,Trưa/Tối,13:00 - 21:00,1.000 - 100.000,"12 La Sơn Phu Tử, Phường 7, Đà Lạt, Lâm Đồng 670000, Vietnam",https://vt.tiktok.com/ZSUwfLa4y/,"11,9549702","108,4312327","11,9549702","108,4312327"
,E106,Xôi Xéo Cô Ba,3.9,Sáng/Trưa/Tối,6:00 - 20:30,1.000 - 100.000,"05 Đường Bạch Đằng, Phường 7, Đà Lạt, Lâm Đồng, Vietnam",https://vt.tiktok.com/ZSUwfY43e/,"11,960704","108,4254138","1,1960704","108,4254138"
,E107,Cơm gà A Kê,4.7,Trưa/Tối,10:00 - 20:00,1.000 - 100.000,"56 Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng, Vietnam",https://vt.tiktok.com/ZSUwfSP93/,"11,9627507","108,4327859","11,9627507","108,4327859"
Phường 8,E108,Tiệm Nướng Ú Nu,4.8,Trưa/Tối,10:00 - 23:00,200.000 - 300.000,"39 Đường Trần Đại Nghĩa, Phường 8, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@dalatangi.1phutdalat/video/7409536563798936849?q=Ti%E1%BB%87m%20N%C6%B0%E1%BB%9Bng%20%C3%9A%20Nu&t=1761486416321,"11,972013","108,4515108","1,1972013","108,4515108"
,E109,TỤT NƯỚNG: Tiệm nướng Đà Lạt,5.0,Trưa/Tối,10:00 - 24:00,300.000 - 400.000,"4 Đường Trần Khánh Dư, Phường 8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@tutoidalat/video/7364806293426654471?q=t%E1%BB%A5t%20n%C6%B0%E1%BB%9Bng%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761486738437,"11,9577452","108,4409735","11,9577452","108,4409735"
,E110,Lẩu chay Hằng Thiện Đà Lạt,4.9,Trưa/Tối,8:00 - 20:00,1.000 - 100.000,"265/4 Đ. Bùi Thị Xuân, Phường 8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@haibagiau40/video/7297867369848851730?q=L%E1%BA%A9u%20chay%20H%E1%BA%B1ng%20Thi%E1%BB%87n%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761486836883,"11,9537592","108,4403689","11,9537592","108,4403689"
,E111,Quán cơm Minh Hiền,5.0,Trưa/Tối,10:00 - 22:00,1.000 - 100.000,"1 Hẻm 1P-2T Phù Đổng Thiên Vương, Phường 8, Đà Lạt, Lâm Đồng 670000, Vietnam","https://www.google.com/maps/place/Qu%C3%A1n+c%C6%A1m+Minh+Hi%E1%BB%81n/@11.9583284,108.4404586,1103m/data=!3m1!1e3!4m8!3m7!1s0x3171136bfdd8b969:0xf0101978d8cd07cd!8m2!3d11.9583232!4d108.4430335!9m1!1b1!16s%2Fg%2F11hzsv6kr1?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9576159","108,4432948","11,9576159","108,4432948"
,E112,Quán nướng Lơ-ghim Grill & Chill Đà Lạt,4.6,Tối,17:00 - 22:00,200.000 - 300.000,"38 Đường Võ Trường Toản, Phường 8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@quannuong_loghim_dalat/video/7451939727999110407?q=Qu%C3%A1n%20n%C6%B0%E1%BB%9Bng%20L%C6%A1-ghim%20Grill%20%26%20Chill%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761487053377,"11,9593775","108,4457542","11,9593775","108,4457542"
,E113,Chill Garden Buffet,4.9,Tối,16:30 - 22:30,200.000 - 300.000,"2c Đường Vạn Kiếp, Phường 8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@buffet.chill.garden/video/7516163803445218578?q=chill%20garden%20buffet%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761487258258,"11,9621063","108,434258","11,9621063","10,8434258"
,E114,Phở Mân Đà Lạt (Pho Man - Vietnamese Beef Noodles),4.9,Sáng/Trưa,6:00 - 12:00,1.000 - 100.000,"8 Đường Trần Quang Khải, street, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@banandalat/video/7505260185452055815?q=Ph%E1%BB%9F%20M%C3%A2n%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761487555963,"11,9654085","108,4438537","11,9654085","108,4438537"
,E115,Lẩu Dê Lâm Ký,4.4,Sáng/Trưa/Tối,Cả ngày,200.000 - 300.000,"2 Đường Ngô Tất Tố, Phường 8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@933494987_call/video/7561796224009981192?t=1761487593448,"11,9763073","108,4465796","11,9763073","108,4465796"
,E116,Tiệm mì Ramen Chisai,4.6,Trưa/Tối,11:00 - 21:00,1.000 - 100.000,"33/72 Nguyễn Công Trứ, P.8, Đà Lạt, Lâm Đồng, Vietnam",https://www.tiktok.com/@chuyennhauyen/video/7318277069572459797?q=ti%E1%BB%87m%20m%C3%AC%20ramen%20chisai%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761487834474,"11,9552171","108,4405055","11,9552171","108,4405055"
,E117,Căn tin 59 - Quán ăn vặt Đà Lạt,4.8,Tối,14:00 - 21:00,1.000 - 100.000,"2 Đ. Trần Nhân Tông, Phường 8, Đà Lạt, Lâm Đồng 670000, Vietnam",https://www.tiktok.com/@julepe.sheen/video/7503944643298479378?q=C%C4%83n%20tin%2059%20-%20Qu%C3%A1n%20%C4%83n%20v%E1%BA%B7t%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761487911706,"11,9510094","108,448585","11,9510094","10,8448585"
Phường 9,E118,CÔ SINH - gà nướng cơm lam,4.5,Trưa/Tối,8:30 - 20:00,200.000,"86 Đ. Hùng Vương, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@di.cung.nhan/video/7461983196977138951?q=g%C3%A0%20n%C6%B0%E1%BB%9Bng%20c%C6%A1m%20lam%20c%C3%B4%20sinh%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488018786,"11,9494081","108,4736109","11,9494081","108,4736109"
,E119,Tiệm cơm ÚT HIỀN,4.5,Trưa/Tối,10:00 - 20:00,100.000,"1/7, Đ. Trần Quý Cáp, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@didalatcungtruc/video/7528237555851070728?q=ti%E1%BB%87m%20c%C6%A1m%20%C3%BAt%20hi%E1%BB%81n%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488132070,"11,9481964","108,4638052","11,9481964","108,4638052"
,E120,Mỳ quảng Hằng,3.8,Trưa,11:00–16:00,100.000,"65 Đường Trạng Trình, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@reviewdalatdiaphuong/video/7480505680512765204?q=m%C3%AC%20qu%E1%BA%A3ng%20h%E1%BA%B1ng%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488150611,"11,9522537","108,4571224","11,9522537","108,4571224"
,E121,Chén Đúc Nóng,4.9,Trưa/Tối,14:00–18:00,100.000,"Đ. Nguyễn Đình Chiểu, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@vietanh1502_/video/7469751039697161490?q=ch%C3%A9n%20%C4%91%C3%BAc%20n%C3%B3ng%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488230894,"11,9507887","108,4599168","11,9507887","108,4599168"
,E122,Kaki Ramen,4.9,Trưa/Tối,11:00–20:00,100.000,"1/4, Đ. Nguyễn Đình Chiểu, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@mee.dalat/video/7513033901779012871?q=kaki%20ramen%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488301575,"11,9496741","108,4631282","11,9496741","108,4631282"
,E123,The HOT Beer Garden,4.3,Tối,16:30–00:00,200.000 - 300.000,"28 D. Sương Nguyệt Anh, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@thehot.dalat/video/7535736983381888274?q=the%20hot%20bear%20garden%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488399507,"11,9506469","108,4561551","11,9506469","108,4561551"
,E124,Mỳ Quảng Đại Lộc,4.7,Sáng/Trưa/Tối,6:00 - 18:30,100.000,"242 Yersin, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/M%E1%BB%B3+Qu%E1%BA%A3ng+%C4%90%E1%BA%A1i+L%E1%BB%99c/@11.950593,108.4542744,1103m/data=!3m1!1e3!4m8!3m7!1s0x317113e622a83897:0x948f811fc7d7e4a!8m2!3d11.9505878!4d108.4568493!9m1!1b1!16s%2Fg%2F11s8_bchlf?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9504458","108,4567553","11,9504458","108,4567553"
,E125,Cơm Niêu Ngọc Phượng,4.1,Sáng/Trưa/Tối,8:00 - 21:00,100.000 - 200.000,"26 D. Sương Nguyệt Anh, Phường 9, Đà Lạt, Lâm Đồng 670000, Việt Nam","https://www.google.com/maps/place/C%C6%A1m+Ni%C3%AAu+Ng%E1%BB%8Dc+Ph%C6%B0%E1%BB%A3ng/@11.9505495,108.4535216,1103m/data=!3m1!1e3!4m8!3m7!1s0x3171131bae5b3f9f:0x6beab7120d835c0!8m2!3d11.9505443!4d108.4560965!9m1!1b1!16s%2Fg%2F11syf8_8z8?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9505443","108,4560965","11,9505443","108,4560965"
,E126,Papa Restaurant,4.0,Sáng/Trưa/Tối,9:00 - 22:00,100.000 - 200.000,"47 D. Sương Nguyệt Anh, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@hoangthanhnga.amber/video/7534235411749604626?q=papa%20restaurant%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761488889994,"11,9501452","108,4556792","11,9501452","108,4556792"
,E127,Quán cơm Linh Đà Lạt - Sương Nguyệt Anh,4.9,Trưa/Tối,9:00 - 22:00,100.000 - 200.000,"23 D. Sương Nguyệt Anh, Phường 9, Đà Lạt, Lâm Đồng 66100, Việt Nam",https://www.tiktok.com/@quancomlinhdalat/video/7373904592679062792?q=Qu%C3%A1n%20c%C6%A1m%20Linh%20%C4%90%C3%A0%20L%E1%BA%A1t%20-%20S%C6%B0%C6%A1ng%20Nguy%E1%BB%87t%20Anh&t=1761488941253,"11,9501636","108,4552503","11,9501636","108,4552503"
,E128,CƠM - TIỀM THUỐC BẮC (Tiềm THẮNG 2),4.7,Trưa/Tối,10:00 - 22:00,100.000 - 200.000,"Đ. Nguyễn Đình Chiểu, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/C%C6%A0M+-+TI%E1%BB%80M+THU%E1%BB%90C+B%E1%BA%AEC+(Ti%E1%BB%81m+TH%E1%BA%AENG+2)/@11.9508347,108.4544676,1103m/data=!3m1!1e3!4m8!3m7!1s0x317113e4968c3a67:0x4ee10a86a91c58f3!8m2!3d11.9508295!4d108.4570425!9m1!1b1!16s%2Fg%2F11tp5rf662?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9507887","108,4599168","11,9507887","108,4599168"
,E129,Pizza Việt (Pizza nướng củi),4.7,Sáng/Trưa/Tối,9:00 - 20:00,100.000 - 200.000,"22 Phan Chu Trinh, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@diadiemanuong/video/7385482054269422855?q=pizza%20n%C6%B0%E1%BB%9Bng%20c%E1%BB%A7i%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489086225,"11,9499199","108,4653928","11,9499199","108,4653928"
,E130,Jollibee Phan Chu Trinh,4.8,Sáng/Trưa/Tối,9:00 - 21:00,100.000,"1 Phan Chu Trinh, Phường Lâm Viên, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@jollibee_pct_dalat/video/7446803468662082834?q=jollibee%20phan%20chu%20trinh%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489170162,"11,9486363","108,4637449","11,9486363","108,4637449"
,E131,Cá tầm ánh dương Đà lạt,5.0,Trưa/Tối,10:00 - 22:30,100.000 - 200.000,"đầu, Phan Chu Trinh/1 Đ. Trần Quý Cáp, Phường 9, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@linhthao1982/video/7544002518288715026?q=l%E1%BA%A9u%20c%C3%A1%20t%E1%BA%A7m%20%C3%A1nh%20d%C6%B0%C6%A1ng%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489217189,"11,9486363","108,4637449","11,9486363","108,4637449"
,E132,Phở Vy,4.0,Sáng/Trưa,5:30 - 15:00,100.000,"1 Trần Quý Cáp, 9, Đà 9 Đà Lạt Vietnam, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@hien_soschildrensvillage/video/7174397608461372699?q=ph%E1%BB%9F%20vy%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489284909,"11,9481964","108,4638052","11,9481964","108,4638052"
,E133,Nem Nướng Hoàng Hải,4.9,Trưa/Tối,14:00 - 20:00,100.000,"2 Đ. Trần Quý Cáp, Phường 9, Đà Lạt, Lâm Đồng",https://www.tiktok.com/@tranliendoanh_99/video/7525661820254719250?q=nem%20n%C6%B0%E1%BB%9Bng%20ho%C3%A0ng%20h%E1%BA%A3i%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489333614,"11,9470859","108,4636436","11,9470859","108,4636436"
